rebalance_date,experiment_id,dimension_tested,family,lookback_window_days,max_total_crypto_weight,rebalance_frequency,covariance_method,turnover_one_way,is_initial_rebalance,n_assets_changed,max_abs_weight_change
2020-04-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.14211794016054427,False,4,0.11057615648917377
2020-05-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.03272128476577006,False,4,0.023585368155904562
2020-06-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.012987017129681104,False,4,0.012987017129681144
2020-07-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.010244225546843485,False,4,0.010244225546843455
2020-08-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.011989568674208768,False,4,0.010165999844889972
2020-09-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.025896687096275853,False,4,0.02235054609710793
2020-10-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.027102819339397566,False,4,0.019802570760313165
2020-11-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.010744443127882442,False,4,0.006683244017570436
2020-12-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.026517699588099186,False,4,0.025394199300683096
2021-01-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01652789795021979,False,4,0.015184319240229116
2021-02-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.008570746089544841,False,4,0.008570746089544792
2021-03-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.011545718347334543,False,4,0.008055391483222027
2021-04-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.12865239157281244,False,4,0.1139031301016066
2021-05-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.004374931872433929,False,3,0.004374931872433929
2021-06-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01505146003891001,False,3,0.015051460038910003
2021-07-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.021963934810531383,False,4,0.018434267278868266
2021-08-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.006252801302836266,False,4,0.004640469761004018
2021-09-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.015482881905800643,False,4,0.011182527309265134
2021-10-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.016662351945124144,False,4,0.01398814499116513
2021-11-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.024729975386147317,False,4,0.019845929481933516
2021-12-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.015196463841072368,False,4,0.014544145720679968
2022-01-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.04755159283731318,False,4,0.03799839077342656
2022-02-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.006516228423303606,False,4,0.006004684352299353
2022-03-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.015367011983462565,False,4,0.013165949732461601
2022-04-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.017280719861236568,False,4,0.0133545151526267
2022-05-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.010693181454613879,False,4,0.010693181454613914
2022-06-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.018634464100170944,False,3,0.018634464100170944
2022-07-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.007887803739270461,False,3,0.00788780373927045
2022-08-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.029597026104588767,False,3,0.029597026104588697
2022-09-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.003350202966283247,False,3,0.003350202966283189
2022-10-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.014235939088165653,False,3,0.014235939088165617
2022-11-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.036068176462617375,False,3,0.036068176462617396
2022-12-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.0044341139752111045,False,3,0.004434113975211096
2023-01-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01619008337628905,False,3,0.016190083376288966
2023-02-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.0035007245130109343,False,3,0.003500724513010922
2023-03-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.005695718185122206,False,3,0.005695718185122101
2023-04-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.007755367257258375,False,3,0.007755367257258394
2023-05-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.009272828514927757,False,3,0.009272828514927833
2023-06-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.015481566054787106,False,3,0.015481566054787066
2023-07-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01265110508193357,False,3,0.012651105081933511
2023-08-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.009699544051018312,False,3,0.009699544051018305
2023-09-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.008613942155131723,False,3,0.00861394215513167
2023-10-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.011229829504121751,False,4,0.011229829504121769
2023-11-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.06745778965930728,False,4,0.059109103554574036
2023-12-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.0254281990723476,False,4,0.018856145145968617
2024-01-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.04023614738462143,False,4,0.039665830410479413
2024-02-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.013442805659846338,False,4,0.008988511846754754
2024-03-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01015530637857687,False,4,0.010155306378576867
2024-04-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01826174448196862,False,4,0.014217773366028919
2024-05-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.03885914912540429,False,4,0.031769580394888114
2024-06-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.008142235632109645,False,4,0.006438375223824011
2024-07-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.014015613096404683,False,4,0.009497988418348563
2024-08-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.02524491195459454,False,4,0.019854979461298855
2024-09-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.03106341231182759,False,4,0.031063412311827632
2024-10-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.0578123598673005,False,4,0.054314708138598206
2024-11-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.07091889385689218,False,4,0.0709188938568922
2024-12-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01503883581769001,False,4,0.012767766276578496
2025-01-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.012394168525832262,False,4,0.012394168525832305
2025-02-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01298531013832093,False,4,0.012985310138320858
2025-03-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.015835301199481414,False,4,0.012844338862554594
2025-04-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.023772168868516838,False,4,0.01952811509467267
2025-05-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.056361318489851306,False,4,0.048862840874335844
2025-06-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01650490040506431,False,3,0.01650490040506436
2025-07-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.007540073238441717,False,3,0.00754007323844158
2025-08-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.006672180443418472,False,3,0.00667218044341833
2025-09-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.008964309116682341,False,3,0.008964309116682334
2025-10-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.017485130041721926,False,3,0.01748513004172192
2025-11-03,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01897087468589024,False,3,0.018970874685890204
2025-12-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.01263256615473349,False,3,0.01263256615473346
2026-01-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.017446129784673414,False,3,0.01744612978467336
2026-02-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.06645934200521088,False,4,0.06645934200521081
2026-03-02,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.05131476649456411,False,4,0.048273342499096455
2026-04-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.09167620294606862,False,4,0.09167620294606868
2026-05-01,covariance_ledoit_wolf_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,ledoit_wolf,0.040419473683945606,False,4,0.023564708727183276
2019-01-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.0,True,0,0.0
2019-02-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.01723990249759276,False,4,0.01723990249759272
2019-03-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.009774552245877238,False,4,0.00905489752485128
2019-04-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.01697217895055466,False,4,0.012378685181399618
2019-05-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.013687831870597252,False,4,0.01073404601747108
2019-06-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.02257843127806724,False,4,0.0225784312780673
2019-07-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.01497209629406044,False,4,0.014972096294060488
2019-08-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.0054073003250020915,False,5,0.0053081889217044854
2019-09-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.038879853191315296,False,4,0.03696128287057904
2019-10-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.01941515616849319,False,4,0.019415156168493153
2019-11-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.014402062908502088,False,4,0.014402062908502045
2019-12-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.028387778660842695,False,6,0.02187372121992198
2020-01-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.0741701161103774,False,6,0.06448099584911646
2020-02-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.029501577985177628,False,6,0.015852158743719397
2020-03-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.05477931117641459,False,6,0.030913124893608646
2020-04-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.24326065693740473,False,5,0.20262365283740974
2020-05-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.07976640749203337,False,4,0.07957867269975466
2020-06-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.015456929988483263,False,4,0.013235624222454903
2020-07-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.030534954639086648,False,4,0.028419692453230158
2020-08-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.016518290567067388,False,4,0.01163313326632115
2020-09-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.09183160272817678,False,4,0.09183160272817684
2020-10-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.012929537737020644,False,4,0.011071206064197536
2020-11-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.00570382851391538,False,3,0.005703828513915321
2020-12-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.026262264067068684,False,3,0.026262264067068664
2021-01-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.014810470106840463,False,3,0.014810470106840501
2021-02-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.005200117001534984,False,3,0.005200117001534887
2021-03-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.019069629247999768,False,3,0.01906962924799982
2021-04-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.04904914517441904,False,3,0.04904914517441905
2021-05-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.0050475686481349135,False,3,0.005047568648134937
2021-06-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.01505146003891007,False,3,0.015051460038910114
2021-07-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.021963934810531417,False,3,0.021963934810531383
2021-08-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.0027290063587017506,False,3,0.0027290063587017688
2021-09-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.0072026684305819075,False,4,0.007202668430581871
2021-10-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.004203550114470557,False,4,0.0037706636568622387
2021-11-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.010975975973293512,False,4,0.010975975973293528
2021-12-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.009307680250824579,False,4,0.008022809643799034
2022-01-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.013433621577093432,False,4,0.01343362157709338
2022-02-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.00635851460375082,False,3,0.006358514603750864
2022-03-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.011116731731706075,False,3,0.011116731731706075
2022-04-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.020592335518110905,False,3,0.020592335518110905
2022-05-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.008530065010145475,False,3,0.008530065010145527
2022-06-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.017281837969320285,False,3,0.017281837969320313
2022-07-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.0079228650702105,False,3,0.007922865070210505
2022-08-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.0314730143494658,False,3,0.031473014349465755
2022-09-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.0034886190667839626,False,3,0.0034886190667836048
2022-10-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.014229822605074372,False,3,0.014229822605073994
2022-11-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.03309352374522599,False,3,0.033093523745225895
2022-12-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.004434113975211165,False,3,0.004434113975211207
2023-01-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.016190083376288945,False,3,0.016190083376288966
2023-02-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.003500724513010976,False,3,0.003500724513010922
2023-03-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.005695718185122251,False,3,0.005695718185122212
2023-04-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.007755367257258413,False,3,0.007755367257258394
2023-05-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.005337121880728815,False,3,0.005337121880728879
2023-06-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.02110235413599365,False,3,0.02110235413599365
2023-07-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.01268559707348276,False,3,0.012685597073482713
2023-08-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.009676359644445184,False,3,0.009676359644445132
2023-09-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.005038078488403942,False,3,0.005038078488403874
2023-10-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.007125085702925069,False,3,0.0071250857029250825
2023-11-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.06490217198827516,False,5,0.05531901622330376
2023-12-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.031442043955765456,False,6,0.02343488711430508
2024-01-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.04793749692002676,False,5,0.046482357151096165
2024-02-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.025182706189135973,False,6,0.01306418210224123
2024-03-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.020714430278779845,False,6,0.0090389549124331
2024-04-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.02421610650955292,False,6,0.018925334188178156
2024-05-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.04723712951945763,False,5,0.03412110092298187
2024-06-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.013725301294253155,False,5,0.009089259203196885
2024-07-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.016308744022958076,False,5,0.009500834721145074
2024-08-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.034556309822139024,False,5,0.026344201251161867
2024-09-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.03670662068741348,False,5,0.03670662068741351
2024-10-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.05913704673687217,False,5,0.0553776721610392
2024-11-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.08331294221218669,False,5,0.0728477014337161
2024-12-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.019072310514905107,False,5,0.013185000084895038
2025-01-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.011064965356643803,False,5,0.010525328430393444
2025-02-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.014803974364608343,False,5,0.0124406672792749
2025-03-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.01961840265146711,False,5,0.01246513118887782
2025-04-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.026590045466815364,False,4,0.023595021761850077
2025-05-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.049447929218604775,False,4,0.04944792921860475
2025-06-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.02713382394855395,False,4,0.027133823948553903
2025-07-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.007423914784891501,False,4,0.0074239147848914055
2025-08-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.007247854134598387,False,4,0.0071489838987252585
2025-09-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.009962808145698422,False,4,0.00942188145959505
2025-10-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.017391051161728278,False,4,0.017391051161728233
2025-11-03,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.03358676778055416,False,4,0.030327031197015353
2025-12-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.013529766148401024,False,4,0.012662631464748886
2026-01-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.01910960560107086,False,4,0.01910960560107089
2026-02-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.06472235476376509,False,4,0.06472235476376514
2026-03-02,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.05872079059806236,False,5,0.044247159344350376
2026-04-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.10024362789269767,False,4,0.10024362789269761
2026-05-01,covariance_sample_baseline_ch1,covariance_method,covariance_method,252,0.2,monthly,sample,0.04307876863295492,False,4,0.026202019043741698
2019-01-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.0,True,0,0.0
2019-02-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.012927121606595687,False,3,0.012927121606595648
2019-03-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.008867629640110744,False,3,0.00886762964011062
2019-04-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.012489630102925534,False,3,0.01248963010292553
2019-05-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.011333178485673199,False,3,0.011333178485673168
2019-06-03,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.022175502522925872,False,3,0.022175502522925827
2019-07-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.014206886459301162,False,3,0.014206886459301182
2019-08-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.0017562550175125053,False,3,0.0017562550175124203
2019-09-02,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.03729389534178676,False,3,0.03729389534178679
2019-10-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.017970355464070532,False,3,0.017970355464070664
2019-11-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.013469454269540153,False,3,0.01346945426954016
2019-12-02,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.02264139705726345,False,4,0.020653078992548583
2020-01-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.06757365306770796,False,4,0.0609679359069758
2020-02-03,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.026896720265205173,False,4,0.014192572708584789
2020-03-02,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.05116138063113844,False,4,0.027401403380140577
2020-04-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.23413854126165654,False,4,0.20179229897716883
2020-05-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.07976640749203337,False,4,0.07957867269975466
2020-06-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.015456929988483263,False,4,0.013235624222454903
2020-07-01,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.030534954639086648,False,4,0.028419692453230158
2020-08-03,covariance_sample_minvar_no_crypto_control,covariance_method,covariance_method,252,0.0,monthly,sample,0.016518290567067388,False,4,0.01163313326632115
