strategy,ann_return,annualized_return,ann_volatility,annualized_volatility,sharpe,sortino,calmar,max_drawdown,es95,avg_turnover,turnover,total_costs,crypto_avg_weight,avg_crypto_weight,crypto_median_weight,crypto_max_weight,max_crypto_weight,n_rebalances_crypto_gt_2pct,n_crypto_rebalances_gt_2pct,n_de_risking_events,avg_crypto_cap_applied
minvar_baseline_corrected,0.11775181251141453,0.11775181251141453,0.10774148477475672,0.10774148477475672,1.0929106161622453,1.4386408077034791,0.5026706240081334,-0.23425242472396646,0.015539670259980551,0.026832195400817847,0.026832195400817847,0.00236123319527197,0.005348671068721474,0.005348671068721474,5.929864591612072e-17,0.0322996644245874,0.0322996644245874,6,6,0,0.19999999999999996
minvar_no_crypto_control,0.11600316154885859,0.11600316154885859,0.10725502246446446,0.10725502246446446,1.0815639107930126,1.4257337141214543,0.4952405465232574,-0.2342359937271632,0.015466614741452627,0.025520523964691764,0.025520523964691764,0.002245806108892875,6.69607551383016e-18,6.69607551383016e-18,0.0,6.049848122469115e-17,6.049848122469115e-17,0,0,0,0.0
minvar_dynamic_crypto_cap_naive_vol,0.11773112875171865,0.11773112875171865,0.10773853247250767,0.10773853247250767,1.092748583537286,1.4383118940524795,0.5025823271218995,-0.23425242472396646,0.015539670259980551,0.026821761398386216,0.026821761398386216,0.002360315003057987,0.005323702883081937,0.005323702883081937,5.21083231429707e-17,0.032299664424587406,0.032299664424587406,6,6,0,0.18033707865168536
minvar_dynamic_crypto_cap_ml_vol,0.11773112875171865,0.11773112875171865,0.10773853247250767,0.10773853247250767,1.092748583537286,1.4383118940524795,0.5025823271218995,-0.23425242472396646,0.015539670259980551,0.026821761398386216,0.026821761398386216,0.002360315003057987,0.005323702883081937,0.005323702883081937,5.21083231429707e-17,0.032299664424587406,0.032299664424587406,6,6,0,0.18033707865168536
minvar_dynamic_crypto_cap_stress_probability,0.11373146945551937,0.11373146945551937,0.10783543496714143,0.10783543496714143,1.0546762248436659,1.3960652782088485,0.4620152574677011,-0.24616388229012154,0.015525323555117937,0.039724637887233266,0.039724637887233266,0.0034957681340765283,0.005323702883081936,0.005323702883081936,4.204631693970677e-17,0.032299664424587406,0.032299664424587406,6,6,9,0.18033707865168536
minvar_combined_overlay,0.11373146945551937,0.11373146945551937,0.10783543496714143,0.10783543496714143,1.0546762248436659,1.3960652782088485,0.4620152574677011,-0.24616388229012154,0.015525323555117937,0.039724637887233266,0.039724637887233266,0.0034957681340765283,0.005323702883081936,0.005323702883081936,4.204631693970677e-17,0.032299664424587406,0.032299664424587406,6,6,9,0.18033707865168536
