date,strategy,objective,beta,max_total_crypto_weight,portfolio_return
2020-04-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.004098331903171188
2020-04-27,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.006086013729855068
2020-04-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.003709903681362984
2020-04-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0112233700564078
2020-04-30,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.010364329065242607
2020-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0032982622050797055
2020-05-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0029821363307690964
2020-05-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0025945271669843314
2020-05-06,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.008339798300144084
2020-05-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.015072048261937341
2020-05-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0024895347991259874
2020-05-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0021262985910142137
2020-05-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0016259610065940617
2020-05-13,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0019962795108050173
2020-05-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.009923274083567406
2020-05-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003052924759739296
2020-05-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004642760302575495
2020-05-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003910889375991901
2020-05-20,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007962718854561157
2020-05-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.007688975515967121
2020-05-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005190302518457965
2020-05-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2020-05-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.010396097008015609
2020-05-27,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0017017141389656847
2020-05-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0004758080798064508
2020-05-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.009554857182627047
2020-06-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00015501113897600002
2020-06-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0015228625848973838
2020-06-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.009701740829932214
2020-06-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0035122176401460054
2020-06-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00348427334952903
2020-06-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007484701112156989
2020-06-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.009472025971600082
2020-06-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.013768041352065677
2020-06-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.011562094349205264
2020-06-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.000499081225732243
2020-06-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00325843265587408
2020-06-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00023437302904205388
2020-06-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003059505623050285
2020-06-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0037785422812946106
2020-06-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.004031749711436722
2020-06-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.006000066576829093
2020-06-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003246792500812995
2020-06-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004050375660265097
2020-06-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003707096532386545
2020-06-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.002094532390055871
2020-06-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0024025727068765117
2020-06-30,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005867477714134471
2020-07-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0012534444651349057
2020-07-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003172072381969075
2020-07-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2020-07-06,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.008135205581901249
2020-07-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.004893100089343231
2020-07-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.004796124485276272
2020-07-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007131934825436717
2020-07-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0005309809017607877
2020-07-13,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004823535136175834
2020-07-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0042787102634652425
2020-07-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0006918819364843416
2020-07-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.003730786314946037
2020-07-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0024629425259408795
2020-07-20,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.011210941155979566
2020-07-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0011108054093217337
2020-07-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007404741976172833
2020-07-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0009105675242438776
2020-07-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00018021369551662685
2020-07-27,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.011050195899779531
2020-07-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0015778207973714867
2020-07-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005524233006769688
2020-07-30,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.001105056596889474
2020-07-31,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.008348631347139307
2020-08-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00268633513893916
2020-08-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.011871886600478339
2020-08-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0009901485638867057
2020-08-06,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.010627142469685354
2020-08-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.01142578924465703
2020-08-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004052955315693439
2020-08-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.02886458659391252
2020-08-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0028820417730925046
2020-08-13,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005138310174260424
2020-08-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0031981300127655633
2020-08-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.012048961158224545
2020-08-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.008576647143550964
2020-08-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.01533267070505545
2020-08-20,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.009821210315170383
2020-08-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0014424112273446806
2020-08-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0005097148657967762
2020-08-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0003294562323085961
2020-08-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.009613084161141743
2020-08-27,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0106208352912531
2020-08-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007362952163795561
2020-08-31,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0056284405961529674
2020-09-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.009459758505158792
2020-09-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0016985250705461186
2020-09-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.01702098681650133
2020-09-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.009757885000422002
2020-09-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2020-09-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.012340836387949786
2020-09-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.01065475951416246
2020-09-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00502676569308114
2020-09-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0011321614341586335
2020-09-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0076383459282609815
2020-09-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0022107160030622247
2020-09-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004535844610173546
2020-09-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0052242572952478274
2020-09-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004250198900225846
2020-09-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0048030503143957435
2020-09-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003146462327866656
2020-09-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.01568731692387299
2020-09-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0040018073611052815
2020-09-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005486370956996007
2020-09-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.008310771111349813
2020-09-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0020040538109348787
2020-09-30,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.003599282875341062
2020-10-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007698706256593289
2020-10-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.008597436039854522
2020-10-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0009397029211775506
2020-10-06,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0074346079856158955
2020-10-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0025118382145998966
2020-10-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005019231677602886
2020-10-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.01045171976708939
2020-10-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00828663925401024
2020-10-13,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0036374460626883284
2020-10-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0005822574227286476
2020-10-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0009533767247103497
2020-10-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.003449727127098311
2020-10-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.006060006359239926
2020-10-20,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0007691415863997383
2020-10-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.001153319092416413
2020-10-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.006565123219066835
2020-10-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0024140938397257325
2020-10-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0019329340014231462
2020-10-27,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.004680079383837234
2020-10-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.016823769070063617
2020-10-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0002444961439393798
2020-10-30,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.008268076733961589
2020-11-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007361940195120371
2020-11-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005162002657106337
2020-11-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.01912714874755736
2020-11-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.016059201455065775
2020-11-06,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0034856084628461185
2020-11-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.026386462600347396
2020-11-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.005194143408503823
2020-11-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0055657810203791624
2020-11-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005961549751290653
2020-11-13,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005034876598854083
2020-11-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00200089366766221
2020-11-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0002190992724905353
2020-11-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0036727837124267146
2020-11-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003318464182030828
2020-11-20,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.001919031590837271
2020-11-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.007768897822412214
2020-11-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.003974373723362878
2020-11-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00013082223710981816
2020-11-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2020-11-27,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0024684516916997183
2020-11-30,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.002474341140252304
2020-12-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005491207821198105
2020-12-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0005863905452103768
2020-12-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0054772110455663155
2020-12-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0034283516539297355
2020-12-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007769155007953351
2020-12-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003736467740656963
2020-12-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.009992060412894882
2020-12-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.002229753363031636
2020-12-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0015236805893957912
2020-12-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004260352136552359
2020-12-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007893241753670559
2020-12-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.001550587813018148
2020-12-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.004582065562130486
2020-12-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00282585107250737
2020-12-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00089734720585982
2020-12-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.001627706090236995
2020-12-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0003157934349423655
2020-12-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003947468556689339
2020-12-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2020-12-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0014159049351459812
2020-12-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00030765567611815766
2020-12-30,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003927078669644008
2020-12-31,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003369005977971104
2021-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2021-01-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0032846058767611796
2021-01-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0004997597255984743
2021-01-06,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.011127451754140587
2021-01-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0006382061026051064
2021-01-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.011480118926267631
2021-01-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.003344990534149289
2021-01-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.002039251402167069
2021-01-13,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003180968884820766
2021-01-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004490292314086336
2021-01-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00521020306318943
2021-01-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2021-01-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.006466767256249149
2021-01-20,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.010251906438088211
2021-01-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.002331462348627457
2021-01-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.002744125647457838
2021-01-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005558435105777431
2021-01-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0019866878190873483
2021-01-27,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.008917719443557874
2021-01-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.001031995527179428
2021-01-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.008402858807429752
2021-02-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.008684184701740176
2021-02-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0022258827035910823
2021-02-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.003351498780673407
2021-02-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004891424686509755
2021-02-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0017197363644806452
2021-02-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007236480944311065
2021-02-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0011701145801370147
2021-02-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.003393606739048948
2021-02-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004369857442394845
2021-02-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0037274786723974253
2021-02-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2021-02-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.010370684427162862
2021-02-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0016907309275288902
2021-02-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.002757690768097513
2021-02-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.003650527774975619
2021-02-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00012609105571397515
2021-02-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.001375283077843387
2021-02-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0010919118986894454
2021-02-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.019699287840472937
2021-02-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0008598017258570206
2021-03-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.002043677820898481
2021-03-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00046876629305342947
2021-03-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.011637664177985329
2021-03-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00943935987662075
2021-03-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.006468812374671613
2021-03-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.007821905963582352
2021-03-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.016565899926584502
2021-03-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00438005337814304
2021-03-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00033974520696274536
2021-03-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.006869040061347666
2021-03-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005384426338806618
2021-03-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0014184231223582431
2021-03-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.001079379551473165
2021-03-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.009985409530450306
2021-03-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0029664217545097857
2021-03-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005688919994299988
2021-03-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.002013787992440869
2021-03-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0014638815458892574
2021-03-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0022281462593376333
2021-03-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.004817739943887408
2021-03-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0071813812081483125
2021-03-30,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.005061111899764725
2021-03-31,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.004636764764326378
2021-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.013377006224428594
2021-04-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2021-04-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0033677980070520815
2021-04-06,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.004556175928242178
2021-04-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.002870286005048439
2021-04-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007766591327560971
2021-04-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0009707858362243786
2021-04-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.001833137053925782
2021-04-13,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005763825307441822
2021-04-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0036090689123474077
2021-04-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.014441813300962064
2021-04-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00027146312554304644
2021-04-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0035626995153855818
2021-04-20,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,7.514947239953946e-05
2021-04-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0070028151303736155
2021-04-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0036592412308187688
2021-04-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0018196609971992896
2021-04-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0010319510613169777
2021-04-27,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.003855837068604626
2021-04-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0010060619514784303
2021-04-29,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-5.686091525267155e-06
2021-04-30,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0025558600489589685
2021-05-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0048583472788484554
2021-05-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0020051406970174697
2021-05-05,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0019347189301610027
2021-05-06,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.008378354102576417
2021-05-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0035376071923291777
2021-05-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.006027749227393259
2021-05-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.004992818345307341
2021-05-12,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.014039380554374356
2021-05-13,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0059336270923363525
2021-05-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.011349596525151547
2021-05-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0020002948019020314
2021-05-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0032371120912232324
2021-05-19,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0015116029594077786
2021-05-20,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.007940679882038646
2021-05-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0009586543137025192
2021-05-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005319541434069995
2021-05-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00524729566735091
2021-05-26,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00046036102621484904
2021-05-27,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0010774198266892436
2021-05-28,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0012559538294690102
2021-05-31,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0
2021-06-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0011940304206761651
2021-06-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0028266691298735667
2021-06-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.008488976347811397
2021-06-04,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.01123244278898177
2021-06-07,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.00023514292474664247
2021-06-08,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0016244403418602445
2021-06-09,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.00203123357350785
2021-06-10,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.005024595674239419
2021-06-11,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0033201859278297807
2021-06-14,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0036659224489763126
2021-06-15,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.002177736878029324
2021-06-16,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.007198000921778886
2021-06-17,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0036338879709010424
2021-06-18,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0005238762355123973
2021-06-21,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.002200133379880692
2021-06-22,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.0015971643568544482
2021-06-23,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0015528114758470541
2021-06-24,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,0.002515570189515837
2021-06-25,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,-0.0015884159558774893
