rebalance_date,strategy,objective,beta,max_total_crypto_weight,ticker,weight
2023-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.30119773516265314
2023-06-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.34880226483734694
2023-07-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2023-07-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-07-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000003
2023-07-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-07-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.30119773516265314
2023-07-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.34880226483734694
2023-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2023-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.3500000000000003
2023-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.30119773516265275
2023-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3488022648373469
2023-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.01321901195850405
2023-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2023-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.30621644248886115
2023-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3305645455526348
2023-10-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2023-10-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-10-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2023-10-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-10-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2023-10-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.30000000000000004
2023-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.006274170027953005
2023-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2023-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.020758100367139272
2023-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2023-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.2729677296049078
2023-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.015393446745353628
2023-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2023-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2023-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2023-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2023-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.2846065532546464
2024-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.018917418051447185
2024-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0028190549064530334
2024-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000026
2024-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.048152272231287506
2024-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35000000000000026
2024-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.23011125481081177
2024-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.023349447003603016
2024-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.020975340638966673
2024-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.34999999999999937
2024-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.09107713464547713
2024-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.34999999999999937
2024-02-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.1645980777119544
2024-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.04068852047772033
2024-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0076837467194965405
2024-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000003
2024-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.08757991808546225
2024-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35000000000000003
2024-03-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.16404781471732086
2024-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.04068852047772055
2024-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.007683746719496382
2024-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2024-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.08757991808546227
2024-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2024-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.16404781471732083
2024-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0489101787446074
2024-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2024-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2024-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.08173468046414298
2024-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2024-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.16935514079124966
2024-06-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.05063840609506164
2024-06-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2024-06-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000026
2024-06-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0766315706964787
2024-06-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35000000000000026
2024-06-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.17273002320845923
2024-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.04418927178174819
2024-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2024-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2024-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.1109802092289022
2024-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2024-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.1448305189893496
2024-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.052923344750228744
2024-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2024-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000003
2024-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.032284260937857925
2024-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35000000000000003
2024-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.21479239431191327
2024-09-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.007483670370903131
2024-09-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2024-09-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2024-09-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2024-09-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2024-09-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.29251632962909696
2024-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.016990026995053916
2024-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2024-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.3344968246437778
2024-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2024-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2024-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.2985131483611684
2024-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2024-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2024-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.24313077794394242
2024-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.05686922205605762
2024-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2024-11-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2024-12-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2024-12-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2024-12-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.24313077794394264
2024-12-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.05686922205605605
2024-12-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3500000000000007
2024-12-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3500000000000007
2025-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2025-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.296979954171296
2025-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0030200458287040093
2025-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2025-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2025-02-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2025-02-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-02-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.27881463020735564
2025-02-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.021185369792644095
2025-02-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35000000000000014
2025-02-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000014
2025-03-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2025-03-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-03-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.2905713170983589
2025-03-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.009428682901641137
2025-03-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35000000000000003
2025-03-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000003
2025-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2025-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.2861947821478395
2025-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.013805217852160693
2025-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2025-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2025-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.02686148213184225
2025-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2025-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2025-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.2731385178681578
2025-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2025-06-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.03873203126026143
2025-06-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-06-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2025-06-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2025-06-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.2612679687397386
2025-06-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2025-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.03873203126026155
2025-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000003
2025-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2025-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.26126796873973834
2025-07-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000003
2025-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.047384844189374366
2025-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2025-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2025-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.25261515581062566
2025-08-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2025-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.05017691485818041
2025-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35000000000000003
2025-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2025-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.24982308514181956
2025-09-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000003
2025-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.05017691485818022
2025-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2025-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2025-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.2498230851418199
2025-10-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2025-11-03,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.010926335995018686
2025-11-03,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-11-03,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.3500000000000002
2025-11-03,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2025-11-03,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.2890736640049809
2025-11-03,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.3500000000000002
2025-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0031067145138015018
2025-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2025-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.35
2025-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2025-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.2968932854861987
2025-12-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2026-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.002770828849613089
2026-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2026-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.34579028602592116
2026-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2026-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.3014388851244658
2026-01-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000003
2026-02-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.021406779591701043
2026-02-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2026-02-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.278593220408299
2026-02-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.0
2026-02-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35000000000000003
2026-02-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000003
2026-03-02,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.016967762339969467
2026-03-02,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2026-03-02,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.20667455191927137
2026-03-02,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.07635768574075916
2026-03-02,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35000000000000003
2026-03-02,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35000000000000003
2026-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.016684343799670376
2026-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2026-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.13676155456173558
2026-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.1465541016385941
2026-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2026-04-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2026-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,BTC-USD,0.0
2026-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,ETH-USD,0.0
2026-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,GLD,0.11119285605556116
2026-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,QQQ,0.18880714394443893
2026-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,SPY,0.35
2026-05-01,cvar_baseline,min_historical_cvar,0.95,0.2,TLT,0.35
2019-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.35
2019-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.30000000000000004
2019-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2019-02-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-02-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-02-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.35
2019-02-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-02-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.30000000000000004
2019-02-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2019-03-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-03-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-03-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.3491699875915029
2019-03-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-03-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.3008300124084971
2019-03-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2019-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.3407884237438651
2019-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.30921157625613493
2019-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2019-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.34066451481816196
2019-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.30933548518183807
2019-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2019-06-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-06-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-06-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.34262939453671815
2019-06-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-06-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.3073706054632819
2019-06-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2019-07-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-07-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-07-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.34262939453671815
2019-07-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-07-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.3073706054632819
2019-07-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2019-08-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-08-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-08-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.32045842273291036
2019-08-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-08-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.3320882508068135
2019-08-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.34745332646027616
2019-09-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-09-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-09-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.32045842273291036
2019-09-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-09-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.3320882508068135
2019-09-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.34745332646027616
2019-10-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-10-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-10-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.30000000000000004
2019-10-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0
2019-10-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.35
2019-10-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2019-11-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-11-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-11-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.2737550181806577
2019-11-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.05453525121564178
2019-11-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.35
2019-11-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.32170973060370056
2019-12-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2019-12-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2019-12-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.26395833227682897
2019-12-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.0789980991026677
2019-12-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.35
2019-12-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.3070435686205034
2020-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2020-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2020-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.2792747494143828
2020-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.10602015616281947
2020-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.35
2020-01-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.26470509442279777
2020-02-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2020-02-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2020-02-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.2792747494143828
2020-02-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.10602015616281947
2020-02-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.35
2020-02-03,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.26470509442279777
2020-03-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2020-03-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2020-03-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.23814317449430963
2020-03-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.06185682550569041
2020-03-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.35
2020-03-02,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2020-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2020-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2020-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.35
2020-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,QQQ,0.30000000000000004
2020-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,SPY,0.0
2020-04-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,TLT,0.35
2020-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,BTC-USD,0.0
2020-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,ETH-USD,0.0
2020-05-01,cvar_no_crypto_control,min_historical_cvar,0.95,0.0,GLD,0.35
